artist_mbid,artist_name,mbid,album_mbid,album_name,song_name,song_url,dt_listen
,KickRox,,,Прощаться,Прощаться,https://www.last.fm/music/KickRox/_/%D0%9F%D1%80%D0%BE%D1%89%D0%B0%D1%82%D1%8C%D1%81%D1%8F,"27 Mar 2024, 13:31"
,Marina,,,Nuclear,"First, The Plague","https://www.last.fm/music/Marina/_/First,+The+Plague","27 Mar 2024, 13:27"
b7e442b4-30cd-4bd2-9238-032e74f7807d,Currents,2234fc5d-3382-4b82-ac46-0aee21324179,8baa85d8-c203-4797-948b-ee28efef34f9,The Way It Ends,Never There,https://www.last.fm/music/Currents/_/Never+There,"27 Mar 2024, 13:25"
de331713-b83b-4c8b-8e1e-3b86cb1e33a5,AVRALIZE,797e1818-0bea-44fc-94fd-d7e6a2e8d070,,Freaks,LOTUS,https://www.last.fm/music/AVRALIZE/_/LOTUS,"27 Mar 2024, 13:20"
431ed486-4606-485a-b11d-f05feb860257,Imminence,1a796137-e59d-42c0-9459-7ba83a45cf89,af3f9174-c524-4aa1-9512-4b6ac4000a87,Heaven in Hiding,Heaven in Hiding,https://www.last.fm/music/Imminence/_/Heaven+in+Hiding,"27 Mar 2024, 10:46"
431ed486-4606-485a-b11d-f05feb860257,Imminence,43e4063c-a4fe-4a55-967e-0d22e80c5888,af3f9174-c524-4aa1-9512-4b6ac4000a87,Heaven in Hiding,Chasing Shadows,https://www.last.fm/music/Imminence/_/Chasing+Shadows,"27 Mar 2024, 10:42"
431ed486-4606-485a-b11d-f05feb860257,Imminence,65b3579e-fd26-4537-9151-0537813f827a,d731813a-c5ce-4258-bcb6-c89e22fc78c2,The Black,The Black,https://www.last.fm/music/Imminence/_/The+Black,"27 Mar 2024, 10:36"
431ed486-4606-485a-b11d-f05feb860257,Imminence,901ec987-1e3e-43c4-ba10-45b66cf27a13,a186c83e-6bec-4248-bd3e-89dc0c634f0d,Death by a Thousand Cuts,heaven shall burn,https://www.last.fm/music/Imminence/_/heaven+shall+burn,"27 Mar 2024, 10:32"
431ed486-4606-485a-b11d-f05feb860257,Imminence,abcc3678-afa5-4968-b07d-079cbc61d5f1,f1da8721-a0bf-4d06-b2e4-2d25210b570d,Continuum,Death by a Thousand Cuts,https://www.last.fm/music/Imminence/_/Death+by+a+Thousand+Cuts,"27 Mar 2024, 10:26"
431ed486-4606-485a-b11d-f05feb860257,Imminence,ae07a8d9-1964-4e4c-b6fc-3eb33ef4f55c,142f9d28-9ff8-4aa6-bf79-f35b8e74d8b9,Turn the Light On,Erase,https://www.last.fm/music/Imminence/_/Erase,"27 Mar 2024, 10:23"
431ed486-4606-485a-b11d-f05feb860257,Imminence,c5367e85-729b-4628-87c8-b98352ef2b98,142f9d28-9ff8-4aa6-bf79-f35b8e74d8b9,Turn the Light On,To The Light,https://www.last.fm/music/Imminence/_/To+The+Light,"27 Mar 2024, 10:19"
431ed486-4606-485a-b11d-f05feb860257,Imminence,6769f45d-a3dc-4824-9a66-6fcf269d8e29,f1da8721-a0bf-4d06-b2e4-2d25210b570d,Continuum,Continuum,https://www.last.fm/music/Imminence/_/Continuum,"27 Mar 2024, 10:15"
5e90193b-5183-406b-9f3a-b66bb66daccb,Zeal & Ardor,3382b99c-6343-4c08-bc0b-94b5daf9e740,57a330f4-eb97-447f-abb9-66f3edd2779b,Stranger Fruit,Don't You Dare,https://www.last.fm/music/Zeal+&+Ardor/_/Don%27t+You+Dare,"27 Mar 2024, 10:11"
5e90193b-5183-406b-9f3a-b66bb66daccb,Zeal & Ardor,05147c01-2628-4815-a53e-e679338825fe,5d4c0cac-8559-4973-85fe-9abf1859bf9c,Wake of a Nation,Tuskegee,https://www.last.fm/music/Zeal+&+Ardor/_/Tuskegee,"27 Mar 2024, 09:56"
5e90193b-5183-406b-9f3a-b66bb66daccb,Zeal & Ardor,3f5eb5b8-1745-43d4-9edb-6df32c296d69,d308adb3-9c27-49d7-af52-6471639712cb,Zeal & Ardor,Run,https://www.last.fm/music/Zeal+&+Ardor/_/Run,"27 Mar 2024, 09:53"
5e90193b-5183-406b-9f3a-b66bb66daccb,Zeal & Ardor,4c4d4d5c-e49a-4d70-a980-6f34e4f3016e,57a330f4-eb97-447f-abb9-66f3edd2779b,Stranger Fruit,Ship On Fire,https://www.last.fm/music/Zeal+&+Ardor/_/Ship+On+Fire,"27 Mar 2024, 09:49"
5e90193b-5183-406b-9f3a-b66bb66daccb,Zeal & Ardor,00b9156c-ef3c-4442-b5eb-30b3abcc5582,d308adb3-9c27-49d7-af52-6471639712cb,Zeal & Ardor,Feed the Machine,https://www.last.fm/music/Zeal+&+Ardor/_/Feed+the+Machine,"27 Mar 2024, 09:47"
5e90193b-5183-406b-9f3a-b66bb66daccb,Zeal & Ardor,c872ad28-cf30-4bd3-8091-4e67a8f93155,d308adb3-9c27-49d7-af52-6471639712cb,Zeal & Ardor,Church Burns,https://www.last.fm/music/Zeal+&+Ardor/_/Church+Burns,"27 Mar 2024, 09:44"
5e90193b-5183-406b-9f3a-b66bb66daccb,Zeal & Ardor,7489e444-3f54-4686-82ca-097f63737673,d308adb3-9c27-49d7-af52-6471639712cb,Zeal & Ardor,Death to the Holy,https://www.last.fm/music/Zeal+&+Ardor/_/Death+to+the+Holy,"27 Mar 2024, 09:41"
5e90193b-5183-406b-9f3a-b66bb66daccb,Zeal & Ardor,960abe53-a7f0-4694-8cdd-176c1eb1758d,d308adb3-9c27-49d7-af52-6471639712cb,Zeal & Ardor,Zeal & Ardor,https://www.last.fm/music/Zeal+&+Ardor/_/Zeal+&+Ardor,"27 Mar 2024, 09:39"
5e90193b-5183-406b-9f3a-b66bb66daccb,Zeal & Ardor,8285d395-0e6e-4d70-b6e2-eb92c39f8630,d308adb3-9c27-49d7-af52-6471639712cb,Zeal & Ardor,Bow,https://www.last.fm/music/Zeal+&+Ardor/_/Bow,"27 Mar 2024, 09:37"
5e90193b-5183-406b-9f3a-b66bb66daccb,Zeal & Ardor,3a9d5e40-abeb-48d4-90d0-48be8e522d0c,d308adb3-9c27-49d7-af52-6471639712cb,Zeal & Ardor,Götterdämmerung,https://www.last.fm/music/Zeal+&+Ardor/_/G%C3%B6tterd%C3%A4mmerung,"27 Mar 2024, 09:34"
