artist_mbid,artist_name,mbid,album_mbid,album_name,song_name,song_url,dt_listen
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,fb338428-d39c-4392-b6d3-2cb444847154,0877d3eb-5d80-4e7d-b5d4-eb36d4dbc3ce,Reload,The Unforgiven II,https://www.last.fm/music/Metallica/_/The+Unforgiven+II,"21 Mar 2024, 15:57"
,РАССВЕТОВ,,,Грибоедовский вальс (Баллада о Степане),Грибоедовский вальс (Баллада о Степане),https://www.last.fm/music/%D0%A0%D0%90%D0%A1%D0%A1%D0%92%D0%95%D0%A2%D0%9E%D0%92/_/%D0%93%D1%80%D0%B8%D0%B1%D0%BE%D0%B5%D0%B4%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9+%D0%B2%D0%B0%D0%BB%D1%8C%D1%81+(%D0%91%D0%B0%D0%BB%D0%BB%D0%B0%D0%B4%D0%B0+%D0%BE+%D0%A1%D1%82%D0%B5%D0%BF%D0%B0%D0%BD%D0%B5),"21 Mar 2024, 15:52"
2ce4f102-23e6-42c4-84a2-3c13d24e1b66,Angie McMahon,,,Total Eclipse Of The Heart,Total eclipse of the heart,https://www.last.fm/music/Angie+McMahon/_/Total+eclipse+of+the+heart,"21 Mar 2024, 15:46"
,NIAZ DIASAMIDZE,,,Kartuli,Da Tskhovreba Igi,https://www.last.fm/music/NIAZ+DIASAMIDZE/_/Da+Tskhovreba+Igi,"21 Mar 2024, 15:41"
0be22557-d8c7-4706-a531-625c4c570162,Greta Van Fleet,c9c170a5-8de4-45fa-967c-29b0b374f259,,The Battle at Garden’s Gate,Age of Machine,https://www.last.fm/music/Greta+Van+Fleet/_/Age+of+Machine,"21 Mar 2024, 15:34"
b2d122f9-eadb-4930-a196-8f221eeb0c66,Rammstein,,8b3c1d94-3ade-43d3-a4cd-879e7e340553,Zeit,Meine Tränen,https://www.last.fm/music/Rammstein/_/Meine+Tr%C3%A4nen,"21 Mar 2024, 15:30"
c6bf185b-3a3b-408e-a8b9-f51e5ed7371b,Oceans Ate Alaska,62728c39-4f67-46b5-ae82-c1a7b75f7e96,,Songs That Saved My Life,Shape of my Heart,https://www.last.fm/music/Oceans+Ate+Alaska/_/Shape+of+my+Heart,"21 Mar 2024, 15:24"
,Mantus,ef9f33bd-b90b-3f12-b515-583f20a9327f,37b2adeb-5ef0-49a7-bfb6-b3cd127b98ad,Weg ins Paradies,Insel,https://www.last.fm/music/Mantus/_/Insel,"21 Mar 2024, 15:18"
,Plamenev,,,The Salt Air,Солёный Ветер,https://www.last.fm/music/Plamenev/_/%D0%A1%D0%BE%D0%BB%D1%91%D0%BD%D1%8B%D0%B9+%D0%92%D0%B5%D1%82%D0%B5%D1%80,"21 Mar 2024, 15:14"
b2d122f9-eadb-4930-a196-8f221eeb0c66,Rammstein,44947cd0-c3f2-460f-8abd-690a19efabfa,1e0b1828-a697-48ad-b34f-51508bb02e66,RAMMSTEIN,DIAMANT,https://www.last.fm/music/Rammstein/_/DIAMANT,"21 Mar 2024, 15:11"
,PianoDeuss,,,Vogel im Käfig,Vogel im Käfig,https://www.last.fm/music/PianoDeuss/_/Vogel+im+K%C3%A4fig,"21 Mar 2024, 15:04"
1de38950-9199-40e7-bcef-645c83aa9c94,Aleah,06dfbaa7-314b-4670-b851-419075acdb89,09c33136-dc5d-4634-bb31-67ee59102eeb,Aleah,The Tower,https://www.last.fm/music/Aleah/_/The+Tower,"21 Mar 2024, 14:59"
60e0ba6c-b67e-44c0-b777-be65d42ef909,Tamino,141ec798-bbf0-4fdb-b013-e0e7a9f7a084,386bc05f-373a-47cc-b10f-54a9b9ea65f8,Amir,Cigar,https://www.last.fm/music/Tamino/_/Cigar,"21 Mar 2024, 14:55"
d6fce139-7e18-4cd7-a56f-ac394fba5bf4,Betterov,,,Viertel vor Irgendwas,Nacht,https://www.last.fm/music/Betterov/_/Nacht,"21 Mar 2024, 14:51"
,Ali Black and His Fantastic Guitar,,,Introspection,Priscilla's Song,https://www.last.fm/music/Ali+Black+and+His+Fantastic+Guitar/_/Priscilla%27s+Song,"20 Mar 2024, 18:23"
,Binaural Beats Sleep,,,"Binaural Beats Sleep: Healing Music For Relaxation, Meditation and Ambient Sleeping Music, Vol. 2",Alpha Waves,https://www.last.fm/music/Binaural+Beats+Sleep/_/Alpha+Waves,"20 Mar 2024, 16:53"
,Michael Silverman,,,The Rain Variations,La Nuit,https://www.last.fm/music/Michael+Silverman/_/La+Nuit,"20 Mar 2024, 16:51"
