artist_mbid,artist_name,mbid,album_mbid,album_name,song_name,song_url,dt_listen
dee5ab21-39a3-42dd-9fa7-dbebb793d78f,Ian Livingstone,,,Spatial Elegance,The Limits of Rationality,https://www.last.fm/music/Ian+Livingstone/_/The+Limits+of+Rationality,"17 Mar 2024, 20:40"
,Binaural Beats,,,Binaural Beats: Alpha Waves and Ambient Music For Deep Sleep,Stay In Bed,https://www.last.fm/music/Binaural+Beats/_/Stay+In+Bed,"17 Mar 2024, 20:38"
,"Japanese Relaxation and Meditation, Chinese Relaxation and Meditation, Relaxing Zen Music Therapy",,,"Buddhist Meditation Music: Asian Sounds for Zen Practice, Spiritual Relaxation, Soothing Music for Yoga, Calming Melodies for Contemplation",Imperial Garden of Ancient China - Calming the Mind,"https://www.last.fm/music/Japanese+Relaxation+and+Meditation,+Chinese+Relaxation+and+Meditation,+Relaxing+Zen+Music+Therapy/_/Imperial+Garden+of+Ancient+China+-+Calming+the+Mind","17 Mar 2024, 20:34"
3e2d137e-23e7-4f1e-ae8b-643009a41b96,Martin Stig Andersen,817d021b-fbf1-36d9-aa3f-1036dd95fae9,4a0076b7-7fbd-4c4e-a8da-af27f33fa83d,Limbo,Menu,https://www.last.fm/music/Martin+Stig+Andersen/_/Menu,"17 Mar 2024, 20:31"
,Meditation,,,"Meditation Music – Yoga, Chakra, Tiben Bowls, Healing Meditation, Inner Power",Atmosphere,https://www.last.fm/music/Meditation/_/Atmosphere,"17 Mar 2024, 20:27"
,Davide Burani,,,Prière,"Romance, Pt. 2","https://www.last.fm/music/Davide+Burani/_/Romance,+Pt.+2","17 Mar 2024, 20:25"
348f3a5f-5112-4d72-b33b-11c60b4f9af2,Thomas Newman,1b59e6ec-24bc-3ffe-b129-4928c20d121d,,«Дорога перемен»,Golden People,https://www.last.fm/music/Thomas+Newman/_/Golden+People,"17 Mar 2024, 20:23"
828c2b98-cce1-4d32-b6b6-c6e44ccbc4a4,Jakob Ahlbom,,,Elision,Into the Forest,https://www.last.fm/music/Jakob+Ahlbom/_/Into+the+Forest,"17 Mar 2024, 20:20"
5bfd6c0d-6f55-47fd-98fd-b1006e63a501,Leah Kardos,,,Reflections,Into the Blue,https://www.last.fm/music/Leah+Kardos/_/Into+the+Blue,"17 Mar 2024, 20:17"
,Luciana Bigazzi,,,Full Moon,Hachikò,https://www.last.fm/music/Luciana+Bigazzi/_/Hachik%C3%B2,"17 Mar 2024, 20:14"
,Elm Lake,,,Tranquil,Tranquil,https://www.last.fm/music/Elm+Lake/_/Tranquil,"17 Mar 2024, 20:11"
b2da1675-3de7-4d72-9697-fc9b3372345d,Luke Howard,14a62f84-cd31-46b3-b22c-7bb87e5efe20,ba8d1ee0-e777-486e-b760-f222fe298c07,Open Heart Story,"In Metaphor, Solace","https://www.last.fm/music/Luke+Howard/_/In+Metaphor,+Solace","17 Mar 2024, 20:08"
,Austin Farwell,,,Memory,Memory,https://www.last.fm/music/Austin+Farwell/_/Memory,"17 Mar 2024, 20:06"
1eed222e-71f2-49e2-846c-e764d02cdb4d,August Wilhelmsson,66961546-4851-4cf7-9ae2-67a7d92a85dc,6e0471d4-24a7-4512-bd03-257b54b53c13,Departure,Now Is the Time To Leave,https://www.last.fm/music/August+Wilhelmsson/_/Now+Is+the+Time+To+Leave,"17 Mar 2024, 20:04"
,Egor Grushin,,,Here and Now,Grushin: Here and Now,https://www.last.fm/music/Egor+Grushin/_/Grushin:+Here+and+Now,"17 Mar 2024, 20:01"
,Ever So Blue,,,Contrarium,Contrarium,https://www.last.fm/music/Ever+So+Blue/_/Contrarium,"17 Mar 2024, 19:59"
f32566b2-befc-422d-a455-ae741ff6ee63,Arnaud Gauthier,,,Music for meditation,Peaceful,https://www.last.fm/music/Arnaud+Gauthier/_/Peaceful,"17 Mar 2024, 19:56"
,Amaranth Cove,,44a0661a-edf9-4adf-a070-6a44d4c38165,Envision,Vague,https://www.last.fm/music/Amaranth+Cove/_/Vague,"17 Mar 2024, 19:53"
,Gavin Luke,17662995-e71d-4b51-98f8-bb38f0010a3b,2299d1ef-2b58-4880-91fe-d9372864b15f,Our Place In The World,Birth,https://www.last.fm/music/Gavin+Luke/_/Birth,"17 Mar 2024, 19:50"
078d8fbb-3cf2-4336-896f-5ba26886f0b9,Joe Alexander Shepherd,,,Lost,Lost,https://www.last.fm/music/Joe+Alexander+Shepherd/_/Lost,"17 Mar 2024, 19:48"
,Valentina Lisitsa,,,Valentina Lisitsa Plays Philip Glass,Glass: The Truman Show: Truman Sleeps,https://www.last.fm/music/Valentina+Lisitsa/_/Glass:+The+Truman+Show:+Truman+Sleeps,"17 Mar 2024, 19:46"
,Spaceouters,,,veter,path,https://www.last.fm/music/Spaceouters/_/path,"17 Mar 2024, 19:43"
,Michael Silverman,,,The Rain Variations,The Biggest Ocean in the World,https://www.last.fm/music/Michael+Silverman/_/The+Biggest+Ocean+in+the+World,"17 Mar 2024, 19:41"
f07404f8-78ae-4d0b-86d3-073163b81f98,Dynamedion,45bcf034-f516-47ff-8239-913e307cb4da,0e21e584-6afa-4f0b-a824-a394acf15135,Anno 1800,Hush,https://www.last.fm/music/Dynamedion/_/Hush,"17 Mar 2024, 19:39"
,Smart Baby Lullaby,,,Relaxing Piano Music,La Valse D'amélie,https://www.last.fm/music/Smart+Baby+Lullaby/_/La+Valse+D%27am%C3%A9lie,"17 Mar 2024, 19:37"
509f20b2-5df3-4aec-9bbc-002131fb3f99,Max Richter,,01d9453c-e652-4a3e-9dfd-53555692871a,The Blue Notebooks,Richter: A Catalogue Of Afternoons,https://www.last.fm/music/Max+Richter/_/Richter:+A+Catalogue+Of+Afternoons,"17 Mar 2024, 19:35"
,Study Alpha Waves,,,"Study Music for Reading and Ambient Alpha Waves Binaural Beats Studying Music, Vol. 3",Binaural Beats for Concentration (Study Music),https://www.last.fm/music/Study+Alpha+Waves/_/Binaural+Beats+for+Concentration+(Study+Music),"17 Mar 2024, 19:33"
a43e830e-6f6e-4c8c-94dc-9f4d1587ded4,Jonas Kvarnström,,,Kind a Blue,Kind a Blue,https://www.last.fm/music/Jonas+Kvarnstr%C3%B6m/_/Kind+a+Blue,"17 Mar 2024, 19:30"
,Binaural Beats,,,Binaural Beats: Alpha Waves and Ambient Music For Deep Sleep,Dopamine,https://www.last.fm/music/Binaural+Beats/_/Dopamine,"17 Mar 2024, 19:28"
68326972-5c12-467c-b7db-d4eda5931fe6,Aljosha Konstanty,24b81adf-411b-4d06-8d4c-ac3d532bf50c,,Assorted Cinematic Works,Fallen,https://www.last.fm/music/Aljosha+Konstanty/_/Fallen,"17 Mar 2024, 19:26"
,Binaural Beats Work Music,,,"Binaural Beats Study Music: Binaural Beats, Alpha Waves, Theta Waves, Isochronic Tones and Ambient Music For Relaxation, Work Music, Studying Music, Office Music, Focus and Concentration",Delta Waves for Deep Focus,https://www.last.fm/music/Binaural+Beats+Work+Music/_/Delta+Waves+for+Deep+Focus,"17 Mar 2024, 19:24"
,Alfie-Jay Winters,,,Autumn Ends,Uninvited,https://www.last.fm/music/Alfie-Jay+Winters/_/Uninvited,"17 Mar 2024, 19:22"
,Chill Beats Music,,,Lofi Exposure 2,Oshu,https://www.last.fm/music/Chill+Beats+Music/_/Oshu,"17 Mar 2024, 19:19"
,SPA Music,,,Spa Music,Pavane,https://www.last.fm/music/SPA+Music/_/Pavane,"17 Mar 2024, 19:17"
60e0ba6c-b67e-44c0-b777-be65d42ef909,Tamino,141ec798-bbf0-4fdb-b013-e0e7a9f7a084,386bc05f-373a-47cc-b10f-54a9b9ea65f8,Amir,Cigar,https://www.last.fm/music/Tamino/_/Cigar,"17 Mar 2024, 19:13"
