artist_mbid,artist_name,mbid,album_mbid,album_name,song_name,song_url,dt_listen
024e8ac6-d1ab-465b-8336-a17a21ded046,Aroshanti,62521ffd-6211-41a1-b2c5-c187ea5115b3,6f51c376-fbaa-49ed-baba-49e2d34308f6,Zen Relaxation,Compassion,https://www.last.fm/music/Aroshanti/_/Compassion,"14 Mar 2024, 18:45"
,Медитации НВБ,,,9 частот Сольфеджио,9 частот Сольфеджио,https://www.last.fm/music/%D0%9C%D0%B5%D0%B4%D0%B8%D1%82%D0%B0%D1%86%D0%B8%D0%B8+%D0%9D%D0%92%D0%91/_/9+%D1%87%D0%B0%D1%81%D1%82%D0%BE%D1%82+%D0%A1%D0%BE%D0%BB%D1%8C%D1%84%D0%B5%D0%B4%D0%B6%D0%B8%D0%BE,"14 Mar 2024, 18:37"
2b47310c-8ec1-4577-8356-b9bf655ac82a,Dean Evenson,,,Healing Suite,Smooth Glide,https://www.last.fm/music/Dean+Evenson/_/Smooth+Glide,"14 Mar 2024, 18:29"
447cc3d8-024a-475f-930f-e60ecd663b28,Tim Janis,,,Soothing Sounds of Nature,In The Dawn with Ambient Nature Sounds,https://www.last.fm/music/Tim+Janis/_/In+The+Dawn+with+Ambient+Nature+Sounds,"14 Mar 2024, 18:22"
,Plamenev,,,The Salt Air,Солёный Ветер,https://www.last.fm/music/Plamenev/_/%D0%A1%D0%BE%D0%BB%D1%91%D0%BD%D1%8B%D0%B9+%D0%92%D0%B5%D1%82%D0%B5%D1%80,"14 Mar 2024, 18:17"
060397be-c7e8-4538-b8a3-46b5d6fe8a44,Aetherium,,8cebf089-2149-40dd-94e0-4eac568ce4da,Healing Gold,Meditation Lake,https://www.last.fm/music/Aetherium/_/Meditation+Lake,"14 Mar 2024, 18:10"
da226744-d744-431f-b662-be2358995243,Warmth,2ae4217a-e4e6-4656-a1bf-1debbea60ce8,9d0e30b3-f6d2-4eb1-af1b-d340eb9c27d5,Essay,Decade,https://www.last.fm/music/Warmth/_/Decade,"14 Mar 2024, 18:03"
,Tony Anderson,,,Particles,Particles,https://www.last.fm/music/Tony+Anderson/_/Particles,"14 Mar 2024, 17:55"
d03a54bc-6e07-4c04-a8d4-7fbf2bd07a01,Nils Frahm,24ce7e0e-3c9e-43bb-bea6-f14f792dc0ad,1ad25598-432d-409c-93a3-0a79c39da6f4,Graz,Kurzum,https://www.last.fm/music/Nils+Frahm/_/Kurzum,"14 Mar 2024, 17:47"
4ac64b45-a54a-458d-8d1c-89721de0eda1,"Jamie Saft, Steve Swallow, Bobby Previte",,,Loneliness Road,Pinkus,"https://www.last.fm/music/Jamie+Saft,+Steve+Swallow,+Bobby+Previte/_/Pinkus","14 Mar 2024, 17:39"
9c049938-5932-4604-a470-1864e94112e8,IBI,157796c8-12f2-4f91-bab0-6396aef42bfe,05aa7779-6024-4435-8015-0bc025f8f6e8,Some Sand,Some Sand,https://www.last.fm/music/IBI/_/Some+Sand,"14 Mar 2024, 17:32"
