artist_mbid,artist_name,mbid,album_mbid,album_name,song_name,song_url,dt_listen
afc1c683-ea35-4859-878d-63a719001367,Shokran,,,Tefnut: The Greatest Drought,Tefnut: The Greatest Drought,https://www.last.fm/music/Shokran/_/Tefnut:+The+Greatest+Drought,"21 Nov 2023, 14:39"
72b357ac-defe-4d96-9455-a8a07ff87dcb,Wildways,,,Симптомы. ASMR Deluxe Version,Прана,https://www.last.fm/music/Wildways/_/%D0%9F%D1%80%D0%B0%D0%BD%D0%B0,"21 Nov 2023, 14:38"
f38ebbf0-bff3-4f34-811e-39a6d29798d9,Betraying the Martyrs,d4e4c057-d01a-4705-b812-5591b7313f28,cc4ee03b-dc65-42c1-ac82-81549a6c424a,GODSPEED,THE VEIL,https://www.last.fm/music/Betraying+the+Martyrs/_/THE+VEIL,"21 Nov 2023, 14:35"
a4fb1386-45e7-4c85-a8a5-396060f6ec66,Breakdown of Sanity,5883e5c1-2ead-4c85-aefc-12e2bfa52812,308ab72f-7474-4055-878b-aba5d7c0cc58,Coexistence,Bulletproof,https://www.last.fm/music/Breakdown+of+Sanity/_/Bulletproof,"21 Nov 2023, 14:19"
a4fb1386-45e7-4c85-a8a5-396060f6ec66,Breakdown of Sanity,5883e5c1-2ead-4c85-aefc-12e2bfa52812,308ab72f-7474-4055-878b-aba5d7c0cc58,Coexistence,Bulletproof,https://www.last.fm/music/Breakdown+of+Sanity/_/Bulletproof,"21 Nov 2023, 14:15"
a4fb1386-45e7-4c85-a8a5-396060f6ec66,Breakdown of Sanity,5883e5c1-2ead-4c85-aefc-12e2bfa52812,308ab72f-7474-4055-878b-aba5d7c0cc58,Coexistence,Bulletproof,https://www.last.fm/music/Breakdown+of+Sanity/_/Bulletproof,"21 Nov 2023, 14:07"
36f2397b-9fe9-4e70-b93e-996ce7e2240b,Forest Fire,,,На Последнем Дыхании,На Последнем Дыхании,https://www.last.fm/music/Forest+Fire/_/%D0%9D%D0%B0+%D0%9F%D0%BE%D1%81%D0%BB%D0%B5%D0%B4%D0%BD%D0%B5%D0%BC+%D0%94%D1%8B%D1%85%D0%B0%D0%BD%D0%B8%D0%B8,"21 Nov 2023, 14:03"
775ad383-ac2d-479a-af9d-b561442cb749,Sleep Token,fa903e6b-d783-4f7d-ba61-c4cdcc415700,030c3a9c-abae-45a3-9063-0c78ed893a04,Take Me Back to Eden,The Summoning,https://www.last.fm/music/Sleep+Token/_/The+Summoning,"21 Nov 2023, 13:55"
,Currents,,36ca9f94-e240-4c99-88e2-1654ce90e637,The Death We Seek,Gone Astray,https://www.last.fm/music/Currents/_/Gone+Astray,"21 Nov 2023, 13:51"
f57e14e4-b030-467c-b202-539453f504ec,Children of Bodom,048921bc-6175-473e-a20b-6a1e84e78192,11c39832-6b89-44f1-9b0e-cddcdf6aa6b5,I Worship Chaos,Morrigan,https://www.last.fm/music/Children+of+Bodom/_/Morrigan,"21 Nov 2023, 13:46"
71d079c4-dace-43c1-a7f3-14806bee9aff,Dukkha,,,Remanence,Remanence,https://www.last.fm/music/Dukkha/_/Remanence,"21 Nov 2023, 13:41"
,The Hero and a Monster,,,Poison,Poison,https://www.last.fm/music/The+Hero+and+a+Monster/_/Poison,"21 Nov 2023, 13:37"
431ed486-4606-485a-b11d-f05feb860257,Imminence,c5a80974-db4e-41e0-9cd7-730e5b461d88,142f9d28-9ff8-4aa6-bf79-f35b8e74d8b9,Turn the Light On,Infectious,https://www.last.fm/music/Imminence/_/Infectious,"21 Nov 2023, 13:34"
1768e417-3deb-47df-907a-1f457562cbd9,Дайте танк (!),,,Человеко-часы. Deluxe Version,Лучшее,https://www.last.fm/music/%D0%94%D0%B0%D0%B9%D1%82%D0%B5+%D1%82%D0%B0%D0%BD%D0%BA+(!)/_/%D0%9B%D1%83%D1%87%D1%88%D0%B5%D0%B5,"21 Nov 2023, 13:30"
,Stephen Sanchez,5d132952-d348-48dd-94ce-b42644ceeb2f,,Until I Found You,Until I Found You,https://www.last.fm/music/Stephen+Sanchez/_/Until+I+Found+You,"21 Nov 2023, 13:27"
,KickRox,,,Никогда,Никогда,https://www.last.fm/music/KickRox/_/%D0%9D%D0%B8%D0%BA%D0%BE%D0%B3%D0%B4%D0%B0,"21 Nov 2023, 13:22"
,Ермак!,,,Бег,Бег,https://www.last.fm/music/%D0%95%D1%80%D0%BC%D0%B0%D0%BA!/_/%D0%91%D0%B5%D0%B3,"21 Nov 2023, 13:18"
f50e7f7a-7c45-4cd1-b541-c2302a1fda65,Hollow Coves,,,Blessings,Hello,https://www.last.fm/music/Hollow+Coves/_/Hello,"21 Nov 2023, 10:49"
72b357ac-defe-4d96-9455-a8a07ff87dcb,Wildways,,,Симптомы. ASMR Deluxe Version,Час героя,https://www.last.fm/music/Wildways/_/%D0%A7%D0%B0%D1%81+%D0%B3%D0%B5%D1%80%D0%BE%D1%8F,"21 Nov 2023, 10:42"
,Алексей Пыльная Радуга Румянцев,,,"Акустика, часть 2",Воздушных шариков отряд,https://www.last.fm/music/%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B9+%D0%9F%D1%8B%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F+%D0%A0%D0%B0%D0%B4%D1%83%D0%B3%D0%B0+%D0%A0%D1%83%D0%BC%D1%8F%D0%BD%D1%86%D0%B5%D0%B2/_/%D0%92%D0%BE%D0%B7%D0%B4%D1%83%D1%88%D0%BD%D1%8B%D1%85+%D1%88%D0%B0%D1%80%D0%B8%D0%BA%D0%BE%D0%B2+%D0%BE%D1%82%D1%80%D1%8F%D0%B4,"21 Nov 2023, 09:40"
f6c76672-5348-4e9b-8076-382708bbf6b2,"Abyss, Watching Me",,,Ножи,Ножи,"https://www.last.fm/music/Abyss,+Watching+Me/_/%D0%9D%D0%BE%D0%B6%D0%B8","21 Nov 2023, 09:38"
ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,Arctic Monkeys,22b8105b-7667-33b6-b59a-538ba40e5606,01c39115-fbc5-31c0-8fc0-1a48bb8e0b1e,Favourite Worst Nightmare,Only Ones Who Know,https://www.last.fm/music/Arctic+Monkeys/_/Only+Ones+Who+Know,"21 Nov 2023, 09:35"
,шоколадный торт,,,Отнеси меня на мусорку,Бабочка,https://www.last.fm/music/%D1%88%D0%BE%D0%BA%D0%BE%D0%BB%D0%B0%D0%B4%D0%BD%D1%8B%D0%B9+%D1%82%D0%BE%D1%80%D1%82/_/%D0%91%D0%B0%D0%B1%D0%BE%D1%87%D0%BA%D0%B0,"21 Nov 2023, 09:31"
0783b768-6719-450b-a7e1-7e891da17af3,Сплин,54e2b8bf-f9ed-3f4f-b6b4-b77d1abf22b7,,Обман зрения,Дочь самурая,https://www.last.fm/music/%D0%A1%D0%BF%D0%BB%D0%B8%D0%BD/_/%D0%94%D0%BE%D1%87%D1%8C+%D1%81%D0%B0%D0%BC%D1%83%D1%80%D0%B0%D1%8F,"21 Nov 2023, 09:27"
