artist_mbid,artist_name,mbid,album_mbid,album_name,song_name,song_url,dt_listen
,Walter Hallert,,,RUHE,Rise,https://www.last.fm/music/Walter+Hallert/_/Rise,"01 Jan 2024, 23:58"
,Malte Marten,,,Lifeline,Sky & Sand,https://www.last.fm/music/Malte+Marten/_/Sky+&+Sand,"01 Jan 2024, 23:50"
,Frakkur,c3ed92e4-7848-4fff-af31-78c478e20222,36a0ba48-09f5-493b-99c4-8436426c7760,2000 - 2004,SFTLB9,https://www.last.fm/music/Frakkur/_/SFTLB9,"01 Jan 2024, 23:42"
2b47310c-8ec1-4577-8356-b9bf655ac82a,Dean Evenson,,,Healing Suite,Smooth Glide,https://www.last.fm/music/Dean+Evenson/_/Smooth+Glide,"01 Jan 2024, 23:34"
,zarr.,,,cloudform,Kaizen,https://www.last.fm/music/zarr./_/Kaizen,"01 Jan 2024, 23:26"
24730ee6-f3af-42f1-8d2f-07c39a4414be,LowXY,,,Broken Horizons,Despair,https://www.last.fm/music/LowXY/_/Despair,"01 Jan 2024, 23:18"
8229a8f1-b315-4fae-af57-b3eb71efdaf4,Carbon Based Lifeforms,8b76420d-084b-41e8-b612-f737cab2a654,990b5e7b-91c5-499f-b0c5-db3ab5f02e02,Twentythree,Held Together by Gravity,https://www.last.fm/music/Carbon+Based+Lifeforms/_/Held+Together+by+Gravity,"01 Jan 2024, 23:10"
dc7a1e9d-16b7-4980-aaf8-d8be8d30722e,Pietro Spada,,,Field: Complete Piano Music Vol. 3,"Rondo ""Come Again, Come Again"" E Major","https://www.last.fm/music/Pietro+Spada/_/Rondo+%22Come+Again,+Come+Again%22+E+Major","01 Jan 2024, 23:01"
5b7f6781-032f-4c88-8d37-abe927fb0cfc,MER-A,,,OXYCANTA III,Aeolis Mons,https://www.last.fm/music/MER-A/_/Aeolis+Mons,"01 Jan 2024, 22:52"
a29ae051-283b-4703-be3d-2accfa3a75a2,Hillsong United,3b0772c7-c24c-4bcb-b650-002a319ac815,,Of Dirt And Grace - Live From The Land,When I Lost My Heart To You (Hallelujah),https://www.last.fm/music/Hillsong+United/_/When+I+Lost+My+Heart+To+You+(Hallelujah),"01 Jan 2024, 22:44"
