artist_mbid,artist_name,mbid,album_mbid,album_name,song_name,song_url,dt_listen
,One Morning Left,,b0482dc8-a5a7-494f-a0f4-fb1c76be24c4,Metalcore Superstars,You're Dead! Lets Disco!,https://www.last.fm/music/One+Morning+Left/_/You%27re+Dead!+Lets+Disco!,"08 Aug 2023, 13:59"
e471b63c-c3b5-4f62-a971-cd0b2273838f,Serj Tankian,4ca06dd5-6961-32cc-a2ab-7e9952ec11f2,03e45bda-742c-3a9b-8792-a58a1d03240c,Elect the Dead,Empty Walls,https://www.last.fm/music/Serj+Tankian/_/Empty+Walls,"08 Aug 2023, 13:56"
72b357ac-defe-4d96-9455-a8a07ff87dcb,Wildways,,,Мечты хрустальные,Мечты хрустальные,https://www.last.fm/music/Wildways/_/%D0%9C%D0%B5%D1%87%D1%82%D1%8B+%D1%85%D1%80%D1%83%D1%81%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5,"08 Aug 2023, 13:48"
3e00927c-7101-4539-9951-eaaf346a33e3,One Morning Left,477a702f-5492-423a-b81a-d6f9fdab0079,ebce5dff-9a43-424e-ac29-bf374fad2b3d,Hyperactive,Ruby Dragon,https://www.last.fm/music/One+Morning+Left/_/Ruby+Dragon,"08 Aug 2023, 13:44"
66ef6e99-6469-4dc1-aee1-e5a8835ca146,"Chunk! No, Captain Chunk!",2af79dec-770a-4a2c-be71-650cc02aea17,,"Punk Goes 90's, Vol. 2",All Star,"https://www.last.fm/music/Chunk!+No,+Captain+Chunk!/_/All+Star","08 Aug 2023, 13:41"
503264c8-a8cb-4ce4-9a5c-3da7434bf402,Brand of Sacrifice,acc0a198-77f1-4e5e-b493-f44561e8b01e,dc548fc2-d3d6-4faa-862b-b5faba4961ad,The Interstice,Eclipse,https://www.last.fm/music/Brand+of+Sacrifice/_/Eclipse,"08 Aug 2023, 13:36"
503264c8-a8cb-4ce4-9a5c-3da7434bf402,Brand of Sacrifice,acc0a198-77f1-4e5e-b493-f44561e8b01e,dc548fc2-d3d6-4faa-862b-b5faba4961ad,The Interstice,Eclipse,https://www.last.fm/music/Brand+of+Sacrifice/_/Eclipse,"08 Aug 2023, 13:34"
31745282-b1ea-4d62-939f-226b14d68e7c,In Flames,014c30b4-63b6-4f4c-ab0a-25a5b4777f1b,0a90d492-01ba-4668-8957-f34ab27403d0,Lunar Strain,Lunar Strain,https://www.last.fm/music/In+Flames/_/Lunar+Strain,"08 Aug 2023, 13:29"
5e90193b-5183-406b-9f3a-b66bb66daccb,Zeal & Ardor,05147c01-2628-4815-a53e-e679338825fe,5d4c0cac-8559-4973-85fe-9abf1859bf9c,Wake of a Nation,Tuskegee,https://www.last.fm/music/Zeal+&+Ardor/_/Tuskegee,"08 Aug 2023, 13:23"
b1a574ac-a75c-4b8a-ac92-babda88bb5a1,ПНЕВМОСЛОН,7a2cac33-edad-454e-b7fc-6302e78028a6,,Контрэволюция. Часть 1,Серёга,https://www.last.fm/music/%D0%9F%D0%9D%D0%95%D0%92%D0%9C%D0%9E%D0%A1%D0%9B%D0%9E%D0%9D/_/%D0%A1%D0%B5%D1%80%D1%91%D0%B3%D0%B0,"08 Aug 2023, 13:21"
,DVRST,,,Atomic Heart  Vol.1,Komarovo,https://www.last.fm/music/DVRST/_/Komarovo,"08 Aug 2023, 13:16"
0509d076-7e31-4f53-bad3-80ee246e23b7,Breathe Carolina,,a7d9768a-0a4d-46fb-936a-7bfbffa2b1a6,Savages,Sellouts,https://www.last.fm/music/Breathe+Carolina/_/Sellouts,"08 Aug 2023, 13:01"
